,Property_name,Location,Rating,Review,Type_of_stay,Stay_duration_and_group_size,price,Taxes_and_charges_inr
568,Aralea Beach Resort By Stone Wood Premier,Morjim,8.3,Very good,4×Cottage4 entire bungalows•4 bedrooms•4 living rooms•4 bathrooms4 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹98,600","11,832"
569,Sheperds Colva Deluxe Villa's & Apartments,Colva,8.0,Very good,"2×One-Bedroom Villa2 entire villas•2 bedrooms•2 living rooms•2 bathrooms8 beds (2 sofa beds, 2 large doubles, 4 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 6 adults, 4 children","₹20,000","6,400"
570,Nikita Stay Goa,Calangute,7.0,Good,2×One-Bedroom Apartment with Balcony2 entire apartments•2 bedrooms•2 living rooms•2 bathrooms2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹13,293","1,595"
571,El Reino Apartments,Verem,8.7,Fabulous,"1×ElReino-Brand new 2BHK-10min Candolim beachEntire apartment•2 bedrooms•1 living room•2 bathrooms•1 kitchen•99m²3 beds (2 doubles, 1 sofa bed)Free cancellation","5 nights, 6 adults, 4 children","₹84,450","15,201"
572,La Risa Estate,Vagator,7.8,Good,"1×LaRisa-Villa With An Alluring Private PoolEntire villa•2 bedrooms•1 living room•2 bathrooms•1 kitchen•144m²3 beds (2 doubles, 1 sofa bed)Free cancellation","5 nights, 6 adults, 4 children","₹130,640","23,515"
573,Grand Continent Morjim,Morjim,8.0,Very good,4×Grand Deluxe Room4 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 6 adults, 4 children","₹71,793","8,615"
574,Sonikas Leisure,Candolim,7.4,Good,4×Deluxe Double or Twin Room with Balcony4 extra-large double bedsFree cancellation,"5 nights, 6 adults, 4 children","₹72,380","8,686"
575,Casa Euphoria Apartments,Calangute,7.1,Good,"1×Studio with BalconyEntire studio•1 bathroom•25m²3 beds (1 double, 2 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹7,118",854
576,Aveeno Resort near Calangute and Baga,Goa,7.3,Good,,"5 nights, 10 adults","₹28,684","3,442"
577,"VILLA M - SOLITUDE 2 CANDOLIM GOA 3BHK, Pool Facing, Near Beach, Free Breakfast, Free WIFI and Prime Location",Candolim,9.1,Superb,,"5 nights, 10 adults","₹42,750","7,695"
578,4BHK Private Pool villa in North Goa with Kayaking nearby!!,Moira,8.3,Very good,,"5 nights, 10 adults","₹47,500","8,550"
579,Ronne's Casa De Piscina Privada 3BHK VILLA,Verla,9.6,Exceptional,,"5 nights, 10 adults","₹27,998","8,959"
580,Arambol Bliss,Arambol,9.7,Exceptional,1×One-Bedroom Apartment with Garden ViewEntire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•65m²1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹33,875","4,065"
581,De Alcazar Calangute,Calangute,6.4,,4×Executive Room4 large double bedsFree cancellation,"5 nights, 10 adults","₹27,279","3,273"
582,Ritchita Beach way Calangute,"Calangute Beach, Calangute",6.8,Review score,"1×Family Room with Balcony2 beds (1 extra-large double, 1 large double)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹23,652","2,838"
583,Vihaan Inn Guest House,Calangute,9.3,Superb,3×Deluxe Room3 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹15,783","1,894"
584,Ekostay - OCEAN CREST VILLA I 50 meters from Anjuna Beach,Vagator,7.4,Good,,"5 nights, 10 adults","₹41,652","7,497"
585,EKOSTAY - Gold -Casa Pino,Candolim,,,,"5 nights, 10 adults","₹82,368","14,826"
586,GR Stays - Duplex 3bhk Villa With Pool Arpora I Baga Beach 5 mins,Arpora,8.4,Very good,"2×Villa2 entire villas•6 bedrooms•2 living rooms•6 bathrooms•2 kitchens12 beds (4 doubles, 6 sofa beds, 2 large doubles)Free cancellation","5 nights, 10 adults","₹80,334","14,460"
587,EKOSTAY Luxe - Jade Villa I Infinity Pool I Paddy Field Views,Candolim,8.5,Very good,,"5 nights, 10 adults","₹119,340","21,481"
588,Goa Homeland 3 double bed Calangute,Calangute,7.1,Good,"1×Two-Bedroom ApartmentEntire apartment•2 bedrooms•1 living room•2 bathrooms•1 kitchen•102m²3 beds (2 doubles, 1 sofa bed)Free cancellation","5 nights, 10 adults","₹19,950","2,394"
589,Sheperds Colva Deluxe Villa's & Apartments,Colva,8.0,Very good,"2×One-Bedroom Villa2 entire villas•2 bedrooms•2 living rooms•2 bathrooms8 beds (2 sofa beds, 2 large doubles, 4 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹20,000","6,400"
590,Hotel pine house,Calangute,6.8,Review score,"1×Superior Family Room2 beds (1 double, 1 futon)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹14,054","1,687"
591,"OV Private Pool Villas near Baga, I 4BHK units I Staff",Calangute,9.3,Superb,,"5 nights, 10 adults","₹107,065","20,022"
592,"Infinity Villa, 5BHK-Private Pool-Caretaker, Baga",Baga,9.1,Superb,,"5 nights, 10 adults","₹160,617","28,911"
593,EKO STAY - Solace Villa I Charming Villa close to Candolim Beach,Candolim,7.4,Good,,"5 nights, 10 adults","₹54,288","9,772"
594,EKOSTAY- Coconut Grove Villa,Assagao,7.9,Good,,"5 nights, 10 adults","₹49,608","8,929"
595,The Island Pool Villa,Vainguinim,9.5,Exceptional,,"5 nights, 10 adults","₹87,458","16,742"
596,Ocean Walk Apartments 2BHK,Calangute,6.2,Review score,,"5 nights, 10 adults","₹8,076",969
597,"Euphoria Luxury Villa - 5BHK - Private Pool - Jacuzzi, Baga",Baga,8.4,Very good,,"5 nights, 10 adults","₹173,570","31,243"
598,J0MAS 0utdoor 0Jost Stay,Baga,5.0,Review score,2×Family Room2 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹7,700",924
599,Ocean Dream Luxury Villa,Arpora,,,2×Three-Bedroom Villa2 entire villas•6 bedrooms•2 living rooms•2 bathrooms6 extra-large double bedsFree cancellation,"5 nights, 10 adults","₹51,167","6,140"
600,Ronnie's Studio Apartment,Arpora,7.4,Good,"1×Apartment with BalconyEntire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•56m²2 beds (1 double, 1 sofa bed)Free stay for your childFree cancellation","5 nights, 9 adults, 1 child","₹23,400","8,658"
601,"VILLA M - LAGOON 4 Calangute 3BHK Pool Facing, Breakfast Included",Old Goa,9.3,Superb,,"5 nights, 9 adults, 1 child","₹40,500","7,290"
602,"TATA Rio De Goa - Resort style apt,6 KM from Airport",Chicalim,7.1,Good,"2×Two-Bedroom Apartment2 entire apartments•6 bedrooms•2 living rooms•4 bathrooms•2 kitchens8 beds (4 doubles, 2 sofa beds, 2 futons)Free cancellation","5 nights, 9 adults, 1 child","₹45,360","6,643"
603,Casa Euphoria Apartments,Calangute,7.1,Good,"1×Studio with BalconyEntire studio•1 bathroom•25m²3 beds (1 double, 2 futons)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹10,493","1,259"
604,Aveeno Resort near Calangute and Baga,Goa,7.3,Good,,"5 nights, 9 adults, 1 child","₹26,771","3,213"
605,"Heritage Exotica Villa - 4BHK, Baga",Baga,8.3,Very good,,"5 nights, 9 adults, 1 child","₹106,553",
606,Aarju Luxurious Stay Calangute,Calangute,8.5,Very good,"1×One-Bedroom ApartmentEntire apartment•1 bedroom•1 bathroom•1 kitchen•74m²3 beds (1 double, 2 futons)Free cancellation","5 nights, 9 adults, 1 child","₹53,000","6,360"
607,EKOSTAY Gold - Oasis Villa,Saligao,7.4,Good,,"5 nights, 9 adults, 1 child","₹59,904","10,783"
608,"Antalya Villa - 5BHK with Private Pool, Baga",Baga,8.9,Fabulous,,"5 nights, 9 adults, 1 child","₹160,617","28,911"
609,Zulu Land cottages - near Curlies beach shack and shiva valley - Anjuna beach,"Anjuna Beach, Anjuna",7.0,,5×Cottage with Garden View5 entire bungalows•5 bedrooms•5 bathrooms5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹43,314","5,198"
610,4BHK Private Pool villa in North Goa with Kayaking nearby!!,Moira,8.3,Very good,,"5 nights, 9 adults, 1 child","₹47,000","8,460"
611,La Sea Vue Goa,Goa,9.3,Superb,2×Double Room with Garden View4 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹41,600","4,992"
612,Arambol Bliss,Arambol,9.7,Exceptional,1×One-Bedroom Apartment with Garden ViewEntire apartment•1 bedroom•1 living room•1 bathroom•1 kitchen•65m²1 extra-large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹33,875","4,065"
613,Ronne's Casa De Piscina Privada 3BHK VILLA,Verla,9.6,Exceptional,,"5 nights, 9 adults, 1 child","₹26,798","8,575"
614,Lotus & Orchid Villas by Ramnath Homes,Sangolda,9.6,Exceptional,,"5 nights, 9 adults, 1 child","₹100,000","18,000"
615,"Jungle Hut-Annabelle's Beach Apartments at Bernard Simao,Calangute,Goa",Candolim,9.0,Superb,1×Two-Bedroom ApartmentEntire apartment•2 bedrooms•1 living room•2 bathrooms•1 kitchen•68m²2 double bedsFree cancellation,"5 nights, 9 adults, 1 child","₹78,000","12,168"
616,Hill Top Luxury Villa - 3 BHK || Infinity Pool,Mapusa,7.6,Good,,"5 nights, 9 adults, 1 child","₹125,850",
617,Vihaan Inn Guest House,Calangute,9.3,Superb,3×Deluxe Room3 extra-large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹15,783","1,894"
618,Villa Baywalk Goa - 200 meters from Morjim Beach,"Morjim Beach, Morjim",9.6,Exceptional,,"5 nights, 9 adults, 1 child","₹82,950","14,931"
619,Ekostay Gold- Salt Water Villa I Sea View I 200 meters from Beach,Candolim,7.8,Good,,"5 nights, 9 adults, 1 child","₹107,640","19,375"
620,Mistral Holidays Near Trinity Beach & Benaulim Beach,"Benaulim Beach, Benaulim",8.7,Fabulous,1×Small Double Room1 single bedFree cancellation,"5 nights, 9 adults, 1 child","₹38,850","4,662"
621,Omkar wellness inn,Arambol,8.6,Fabulous,5×Queen Room with Balcony5 large double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹34,000","4,080"
622,Ekostay - OCEAN CREST VILLA I 50 meters from Anjuna Beach,Vagator,7.4,Good,,"5 nights, 9 adults, 1 child","₹41,652","7,497"
623,De Alcazar Calangute,Calangute,6.4,,5×Executive Room5 large double bedsFree cancellation,"5 nights, 9 adults, 1 child","₹30,545","3,665"
624,"OV Private Pool Villas near Baga, I 4BHK units I Staff",Calangute,9.3,Superb,,"5 nights, 9 adults, 1 child","₹92,169","17,340"
625,Super Hotel O Sunrise Executive,"Western Suburbs, Mumbai",7.3,Good,5×Classic Triple Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹27,186","4,112"
626,OSI Apartments Powai,"Powai, Mumbai",8.3,Very good,"2×Two-Bedroom Apartment2 entire apartments•4 bedrooms•2 living rooms•4 bathrooms•2 kitchens6 beds (2 doubles, 2 sofa beds, 2 large doubles)Free cancellation","5 nights, 9 adults, 1 child","₹59,800","7,176"
627,Hotel Suites Inn,"Western Suburbs, Mumbai",,,5×Deluxe Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹32,384","3,886"
628,SRK Hotel- Grant Road,"South Mumbai, Mumbai",,,"1×Deluxe Triple Room2 beds (1 single, 1 double)Free stay for your childFree cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹44,325","5,319"
629,Hotel Galaxy In Metro,Mumbai,,,5×Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹72,763","8,732"
630,Hotel O Didar House,Mumbai,,,5×Classic Triple Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹95,152","12,268"
631,Hotel O Asma,Mumbai,1.0,Review score,5×Classic Triple Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹49,270","7,081"
632,Wadhwani's Haveli villa in Royal Palms,"Western Suburbs, Mumbai",9.4,Superb,,"5 nights, 9 adults, 1 child","₹36,000","4,320"
633,Pinaki Comfort Stay Malad,"Western Suburbs, Mumbai",,,5×One-Bedroom Apartment5 entire apartments•5 bedrooms•5 bathrooms5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹102,800","12,336"
634,Hotel O Blue Ocean Near R City Mall,"Central Suburbs, Mumbai",4.4,Review score,5×Standard Double Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹22,159","3,509"
635,Super Hotel O Palace Inn Near Don Bosco (Borivali) Metro Station,"Western Suburbs, Mumbai",6.6,Review score,5×Standard Double Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹23,507","4,202"
636,Hotel O Taj Lodging and Boarding,"Central Suburbs, Mumbai",5.6,Review score,5×Standard Double Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹24,098","4,061"
637,Gulf Hotel Mumbai- The Boutique Hotel Colaba Mumbai,"Colaba, Mumbai",5.9,Review score,1×Super Deluxe Room1 large double bedFree cancellation,"5 nights, 9 adults, 1 child","₹73,200","8,784"
638,Hotel O Class Inn,"Western Suburbs, Mumbai",7.2,Good,5×Classic Triple Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹29,289","4,365"
639,Hotel O Blue Inn Residence Near R City Mall,"Central Suburbs, Mumbai",4.5,Review score,5×Standard Double Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹19,851","3,232"
640,FabHotel Prime Palm Grove - Nr BKC,"Central Suburbs, Mumbai",9.3,Superb,5×Deluxe Room5 double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹54,626","6,555"
641,Super Hotel O Homestay Andheri East,"Western Suburbs, Mumbai",5.5,Review score,5×Standard Double Room5 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹28,296","4,458"
642,Hotel O The Mumbai Inn Near Chhatrapati Shivaji International Airport,"Western Suburbs, Mumbai",4.0,Review score,5×Standard Double Room10 large double bedsFree stay for your childFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹24,614","3,910"
643,"Home2 Suites and Service Apartments, Mumbai Airport","Santacruz, Mumbai",8.1,Very good,"2×Two-Bedroom Apartment2 entire apartments•4 bedrooms•2 living rooms•4 bathrooms•2 kitchens6 beds (4 extra-large doubles, 2 sofa beds)Free cancellationNo prepayment needed– pay at the property","5 nights, 9 adults, 1 child","₹86,000","15,480"
644,FabHotel Grand Heritage - Nr BKC,"Bandra Kurla Complex, Mumbai",6.8,Review score,5×Deluxe Room5 double bedsFree stay for your childFree cancellation,"5 nights, 9 adults, 1 child","₹39,456","4,735"
645,Treebo Lake Bloom Powai,"Powai, Mumbai",6.1,Review score,1×Economy Single Room1 single bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹45,447","5,454"
646,Radisson Blu Mumbai International Airport,"Western Suburbs, Mumbai",9.0,,5×Superior Double or Twin Room5 double beds,"5 nights, 9 adults, 1 child","₹170,000","20,400"
647,Villa 408-Dr Wade in Royal Palms Mumbai,"Western Suburbs, Mumbai",9.7,Exceptional,,"5 nights, 9 adults, 1 child","₹66,000","19,800"
648,Hotel Avion Park - Near Mumbai International Airport,"Western Suburbs, Mumbai",6.1,Review score,1×Deluxe Queen Room1 large double bedFree cancellationNo prepayment needed– pay at the property,"5 nights, 9 adults, 1 child","₹32,387","3,886"
649,Hotel Blue Wellington - Near Mumbai Airport,"Powai, Mumbai",6.8,Review score,5×Double Room5 large double beds,"5 nights, 9 adults, 1 child","₹40,500","4,860"
650,OSI Apartments Powai,"Powai, Mumbai",8.3,Very good,"2×Two-Bedroom Apartment2 entire apartments•4 bedrooms•2 living rooms•4 bathrooms•2 kitchens6 beds (2 doubles, 2 sofa beds, 2 large doubles)Free cancellation","5 nights, 10 adults","₹59,800","7,176"
651,Super Townhouse Marol Near Mumbai Airport,"Western Suburbs, Mumbai",6.7,Review score,"5×Classic Triple Room15 beds (5 extra-large doubles, 10 large doubles)Free cancellationNo prepayment needed– pay at the property","5 nights, 10 adults","₹45,773","6,343"
652,Hotel Silver Park,"Western Suburbs, Mumbai",8.5,Very good,5×Standard Double Room5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹59,063","7,088"
653,Dhanvantari Luxury Hotel Near Kokilaben Dhirubhai Ambani Hospital Mumbai,"Western Suburbs, Mumbai",7.8,Good,5×Deluxe Double Room (2 Adults + 1 Child)5 double bedsFree cancellationNo prepayment needed– pay at the property,"5 nights, 10 adults","₹79,672","9,561"
654,FabHotel Grand Heritage - Nr BKC,"Bandra Kurla Complex, Mumbai",6.8,Review score,5×Deluxe Room5 double bedsFree cancellation,"5 nights, 10 adults","₹40,030","4,804"
